,10946,19898,80176,66989,11766,16550,16519,29777,48859,3450,63480,70601,10947,33335,20614,63481,59874,71316,3530,18690,61629,64665,17028,53566,48537,60036,30822,3338,3337,77589,59873,10611,63445,78356,59848,76623,54632,63482,72328,59847,71317,9974,3372,3410,78355,11574,10957,70572,63311,10965,6013,15985,5983,66738,69265,65660,60387,59286,74582,66839,77313,57005,63627,54639,37961,80417,3411,54232,72434,20527,70579,Mean
29606863,5345.943661971831,-1068.0563380281692,-1344.0563380281692,-894.0563380281692,0.0,2646.943661971831,662.9436619718308,2653.943661971831,-1374.0563380281692,0.0,0.0,0.0,-1977.0563380281692,-1905.0563380281692,-1568.0563380281692,0.0,-1261.0563380281692,0.0,0.0,-2037.0563380281692,0.0,0.0,-2000.0563380281692,0.0,-1562.0563380281692,0.0,0.0,-1704.0563380281692,324.9436619718308,-2024.0563380281692,-2027.0563380281692,-1940.0563380281692,0.0,0.0,25221.943661971833,-2024.0563380281692,0.0,0.0,0.0,-1948.0563380281692,-1873.0563380281692,-1780.0563380281692,32204.943661971833,24120.943661971833,0.0,8344.94366197183,-1947.0563380281692,0.0,-1892.0563380281692,2960.943661971831,-1192.0563380281692,0.0,7200.943661971831,0.0,0.0,0.0,0.0,0.0,0.0,-1984.0563380281692,-828.0563380281692,19.943661971830807,-2056.056338028169,-2060.056338028169,-1728.0563380281692,0.0,0.0,-1650.0563380281692,0.0,0.0,-1899.0563380281692,2072.056338028169
29378784,9897.281690140844,1841.281690140845,-402.71830985915494,83.28169014084506,137.28169014084506,60792.281690140844,5171.281690140845,1072.281690140845,-858.7183098591549,-1560.718309859155,-1570.718309859155,-1530.718309859155,-1494.718309859155,-1528.718309859155,-1482.718309859155,-1558.718309859155,788.2816901408451,-1476.718309859155,-1512.718309859155,-1570.718309859155,-1404.718309859155,0.0,-1542.718309859155,-1524.718309859155,-1506.718309859155,-1570.718309859155,-1514.718309859155,-1570.718309859155,5550.281690140845,0.0,-1522.718309859155,0.0,0.0,-1458.718309859155,-1246.718309859155,0.0,-1418.718309859155,-1560.718309859155,-1554.718309859155,0.0,0.0,-1478.718309859155,1414.281690140845,2805.281690140845,0.0,-1118.718309859155,-1458.718309859155,-1530.718309859155,0.0,0.0,-1576.718309859155,0.0,-1355.718309859155,-1498.718309859155,0.0,0.0,0.0,0.0,0.0,-1577.718309859155,0.0,-984.7183098591549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1558.718309859155,1578.718309859155
29379853,332221.7323943662,182077.7323943662,0.0,7379.732394366198,167043.7323943662,0.0,0.0,0.0,-25025.267605633802,-22985.267605633802,18020.732394366198,-9435.267605633802,239740.7323943662,24664.732394366198,37045.7323943662,5545.732394366198,-25286.267605633802,8798.732394366198,-20912.267605633802,-22119.267605633802,-286.2676056338023,4733.732394366198,-21216.267605633802,-18276.267605633802,-16512.267605633802,0.0,-25294.267605633802,-25326.267605633802,-24755.267605633802,-25294.267605633802,-25294.267605633802,-22681.267605633802,-25227.267605633802,34940.7323943662,-25320.267605633802,-25282.267605633802,-23262.267605633802,-21789.267605633802,163699.7323943662,-25313.267605633802,-25183.267605633802,-24050.267605633802,0.0,0.0,-25022.267605633802,-5252.267605633802,-24770.267605633802,114307.7323943662,0.0,-24682.267605633802,-25307.267605633802,0.0,0.0,-25098.267605633802,0.0,0.0,0.0,0.0,0.0,0.0,-25244.267605633802,-25336.267605633802,-25338.267605633802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25169.267605633802,25342.267605633802
29379855,261330.02816901408,26311.028169014084,-17345.971830985916,10276.028169014084,139263.02816901408,0.0,0.0,-17375.971830985916,-16415.971830985916,-17165.971830985916,-11298.971830985916,-1505.9718309859163,-2932.9718309859163,-14657.971830985916,-11790.971830985916,-12956.971830985916,-9943.971830985916,-5621.971830985916,-9149.971830985916,-14345.971830985916,-3563.9718309859163,-3857.9718309859163,-12875.971830985916,-10913.971830985916,-7196.971830985916,-14657.971830985916,-17365.971830985916,-17221.971830985916,-8519.971830985916,-7492.971830985916,-15088.971830985916,-16055.971830985916,-17312.971830985916,-10870.971830985916,0.0,-12433.971830985916,-14257.971830985916,-15888.971830985916,-5830.971830985916,0.0,-8052.971830985916,-13333.971830985916,243661.02816901408,-6279.971830985916,0.0,160925.02816901408,-11945.971830985916,-9149.971830985916,0.0,-16810.971830985916,13236.028169014084,0.0,0.0,-14577.971830985916,-13635.971830985916,-11621.971830985916,0.0,-17370.971830985916,0.0,0.0,-5881.971830985916,-16949.971830985916,-17161.971830985916,0.0,0.0,-16661.971830985916,0.0,-6173.971830985916,0.0,0.0,-17361.971830985916,17381.971830985916
29379861,13515.760563380281,1068.7605633802814,-7399.239436619719,1318.7605633802814,-3886.2394366197186,-7270.239436619719,0.0,-6286.239436619719,0.0,0.0,0.0,-6913.239436619719,2132.7605633802814,-6842.239436619719,2549.7605633802814,-7112.239436619719,-7141.239436619719,-4906.239436619719,-6973.239436619719,-1506.2394366197186,3359.7605633802814,0.0,-6637.239436619719,0.0,-5927.239436619719,0.0,-7325.239436619719,-7453.239436619719,-6497.239436619719,-7419.239436619719,-7365.239436619719,-6301.239436619719,0.0,0.0,0.0,-6637.239436619719,0.0,0.0,0.0,0.0,13493.760563380281,11550.760563380281,92927.76056338029,62858.76056338028,0.0,72177.76056338029,-6683.239436619719,21922.76056338028,-7433.239436619719,-485.2394366197186,84804.76056338029,-7298.239436619719,-4772.239436619719,-7333.239436619719,-7117.239436619719,-4016.2394366197186,-7260.239436619719,0.0,0.0,-7451.239436619719,-7412.239436619719,-6295.239436619719,-6731.239436619719,0.0,-7357.239436619719,-6847.239436619719,0.0,-7046.239436619719,0.0,0.0,2679.7605633802814,7477.239436619719
29379635,116982.04225352113,-1643.9577464788736,0.0,10554.042253521126,1200.0422535211264,30522.042253521126,-3002.9577464788736,2038.0422535211264,-3158.9577464788736,0.0,0.0,-4917.957746478874,-2915.9577464788736,-4905.957746478874,-3917.9577464788736,-4992.957746478874,114.04225352112644,0.0,-4895.957746478874,0.0,-4475.957746478874,-5021.957746478874,-4911.957746478874,-4871.957746478874,-4865.957746478874,0.0,-5003.957746478874,-4939.957746478874,-2165.9577464788736,-5015.957746478874,-4971.957746478874,-5009.957746478874,0.0,-4902.957746478874,-4152.957746478874,0.0,92.04225352112644,0.0,-4709.957746478874,0.0,-4657.957746478874,-4914.957746478874,74658.04225352113,34224.042253521126,-5007.957746478874,9840.042253521126,-4755.957746478874,-3557.9577464788736,0.0,-4895.957746478874,-4014.9577464788736,0.0,-4910.957746478874,-3187.9577464788736,0.0,-1742.9577464788736,0.0,0.0,0.0,0.0,0.0,-3552.9577464788736,0.0,0.0,-4999.957746478874,0.0,0.0,0.0,0.0,0.0,-4950.957746478874,5027.957746478874
29379829,32207.81690140845,15077.81690140845,-2400.1830985915494,-834.1830985915494,26218.81690140845,0.0,0.0,-2395.1830985915494,0.0,-1933.1830985915494,-1715.1830985915494,-723.1830985915494,-165.18309859154942,-1841.1830985915494,-1640.1830985915494,6100.816901408451,0.0,2774.8169014084506,-2020.1830985915494,-2042.1830985915494,-838.1830985915494,-470.1830985915494,-1862.1830985915494,-1550.1830985915494,-1849.1830985915494,-1655.1830985915494,-2427.1830985915494,-2411.1830985915494,-2299.1830985915494,-2447.1830985915494,-2427.1830985915494,-1922.1830985915494,-2413.1830985915494,-1783.1830985915494,-1727.1830985915494,-2435.1830985915494,-2363.1830985915494,-2423.1830985915494,-2280.1830985915494,-2308.1830985915494,-1341.1830985915494,-1799.1830985915494,5930.816901408451,-560.1830985915494,0.0,27854.81690140845,-2395.1830985915494,8124.816901408451,-2255.1830985915494,1654.8169014084506,-2444.1830985915494,0.0,-2368.1830985915494,-2147.1830985915494,0.0,0.0,0.0,0.0,-2371.1830985915494,-2423.1830985915494,-2371.1830985915494,-2429.1830985915494,-2343.1830985915494,-2347.1830985915494,-2339.1830985915494,0.0,-2424.1830985915494,-2392.1830985915494,0.0,-2387.1830985915494,305.8169014084506,2459.1830985915494
29378785,2607975.9577464787,269561.95774647885,-63197.042253521126,238339.95774647887,353293.95774647885,-5408.0422535211255,-62235.042253521126,-63775.042253521126,-63753.042253521126,0.0,-63781.042253521126,-63667.042253521126,-33929.042253521126,-34886.042253521126,28731.957746478874,0.0,-62245.042253521126,-63471.042253521126,0.0,-63741.042253521126,118828.95774647887,-62603.042253521126,-62977.042253521126,-63746.042253521126,-63151.042253521126,0.0,-63375.042253521126,-63507.042253521126,-61963.042253521126,-63784.042253521126,-56021.042253521126,0.0,0.0,-63773.042253521126,-55513.042253521126,-63682.042253521126,-62497.042253521126,0.0,-60461.042253521126,-63720.042253521126,-63725.042253521126,-63541.042253521126,-57518.042253521126,-2829.0422535211255,0.0,-34471.042253521126,-63441.042253521126,219929.95774647887,0.0,-63688.042253521126,0.0,0.0,-63680.042253521126,-63673.042253521126,0.0,-63773.042253521126,-63560.042253521126,0.0,0.0,0.0,0.0,-63287.042253521126,-63777.042253521126,0.0,-63781.042253521126,0.0,0.0,0.0,0.0,0.0,0.0,63785.042253521126
29635311,975823.9014084507,58461.90140845071,0.0,85199.9014084507,167514.9014084507,48421.90140845071,27429.901408450707,-48592.09859154929,913670.9014084507,-50356.09859154929,-47623.09859154929,-47537.09859154929,2269.901408450707,-23896.098591549293,48029.90140845071,-47146.09859154929,160626.9014084507,-47074.09859154929,-35656.09859154929,-49327.09859154929,-82.0985915492929,-45610.09859154929,-43006.09859154929,-45358.09859154929,-37714.09859154929,-50570.09859154929,-49148.09859154929,-50292.09859154929,-9134.098591549293,0.0,-30689.098591549293,-48910.09859154929,-50581.09859154929,-45059.09859154929,-46637.09859154929,0.0,-50250.09859154929,-49024.09859154929,-16461.098591549293,0.0,-50573.09859154929,-49610.09859154929,219764.9014084507,10947.901408450707,0.0,-49034.09859154929,-49220.09859154929,-50582.09859154929,0.0,-49735.09859154929,-37603.09859154929,0.0,-50437.09859154929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50038.09859154929,0.0,0.0,0.0,0.0,0.0,-50643.09859154929,0.0,0.0,0.0,50650.09859154929
